deck1,deck2,wins,losses,ties,total,win_rate
gyarados-ex-a1a-greninja-a1,aerodactyl-ex-a1a-farfetchd-a1,62,155,15,232,28.9
aerodactyl-ex-a1a-farfetchd-a1,mewtwo-ex-gardevoir-a1,129,210,24,363,37.7
mewtwo-ex-gardevoir-a1,aerodactyl-ex-a1a-farfetchd-a1,210,129,24,363,60.1
aerodactyl-ex-a1a-farfetchd-a1,pikachu-ex-raichu-a1,27,12,4,43,65.9
pikachu-ex-raichu-a1,aerodactyl-ex-a1a-farfetchd-a1,12,27,4,43,31.0
aerodactyl-ex-a1a-farfetchd-a1,pikachu-ex-zebstrika-a1,115,129,13,257,46.4
pikachu-ex-zebstrika-a1,aerodactyl-ex-a1a-farfetchd-a1,129,115,13,257,51.9
aerodactyl-ex-a1a-farfetchd-a1,scolipede-a1a-weezing-a1,15,3,3,21,76.2
scolipede-a1a-weezing-a1,aerodactyl-ex-a1a-farfetchd-a1,3,15,3,21,19.0
aerodactyl-ex-a1a-farfetchd-a1,serperior-exeggutor-a1a,2,3,0,5,40.0
serperior-exeggutor-a1a,aerodactyl-ex-a1a-farfetchd-a1,3,2,0,5,60.0
aerodactyl-ex-primeape-a1a,aerodactyl-ex-primeape-a1a,108,108,7,223,49.5
aerodactyl-ex-primeape-a1a,aerodactyl-ex-primeape-a1a,108,108,7,223,49.5
aerodactyl-ex-primeape-a1a,arcanine-ex-moltres-ex-a1,35,40,6,81,45.7
arcanine-ex-moltres-ex-a1,aerodactyl-ex-primeape-a1a,40,35,6,81,51.9
aerodactyl-ex-primeape-a1a,celebi-ex-serperior-a1a,80,125,14,219,38.7
celebi-ex-serperior-a1a,aerodactyl-ex-primeape-a1a,125,80,14,219,59.2
aerodactyl-ex-primeape-a1a,charizard-ex-arcanine-ex-a1,67,56,4,127,53.8
charizard-ex-arcanine-ex-a1,aerodactyl-ex-primeape-a1a,56,67,4,127,45.1
aerodactyl-ex-primeape-a1a,charizard-ex-moltres-ex-a1,92,56,17,165,59.2
charizard-ex-moltres-ex-a1,aerodactyl-ex-primeape-a1a,56,92,17,165,37.4
aerodactyl-ex-primeape-a1a,exeggutor-ex-a1-celebi-ex-a1a,75,151,16,242,33.2
exeggutor-ex-a1-celebi-ex-a1a,aerodactyl-ex-primeape-a1a,151,75,16,242,64.6
aerodactyl-ex-primeape-a1a,golem-druddigon-a1a,23,25,7,55,46.1
golem-druddigon-a1a,aerodactyl-ex-primeape-a1a,25,23,7,55,49.7
aerodactyl-ex-primeape-a1a,greninja-a1-mew-ex-a1a,40,23,4,67,61.7
greninja-a1-mew-ex-a1a,aerodactyl-ex-primeape-a1a,23,40,4,67,36.3
aerodactyl-ex-primeape-a1a,gyarados-ex-a1a-greninja-a1,348,208,26,582,61.3
gyarados-ex-a1a-greninja-a1,aerodactyl-ex-primeape-a1a,208,348,26,582,37.2
aerodactyl-ex-primeape-a1a,mewtwo-ex-gardevoir-a1,210,467,37,714,31.1
mewtwo-ex-gardevoir-a1,aerodactyl-ex-primeape-a1a,467,210,37,714,67.1
aerodactyl-ex-primeape-a1a,pikachu-ex-raichu-a1,41,25,3,69,60.9
pikachu-ex-raichu-a1,aerodactyl-ex-primeape-a1a,25,41,3,69,37.7
aerodactyl-ex-primeape-a1a,pikachu-ex-zebstrika-a1,265,142,23,430,63.4
pikachu-ex-zebstrika-a1,aerodactyl-ex-primeape-a1a,142,265,23,430,34.8
aerodactyl-ex-primeape-a1a,scolipede-a1a-weezing-a1,32,11,1,44,73.5
scolipede-a1a-weezing-a1,aerodactyl-ex-primeape-a1a,11,32,1,44,25.8
aerodactyl-ex-primeape-a1a,serperior-exeggutor-a1a,5,7,2,14,40.5
serperior-exeggutor-a1a,aerodactyl-ex-primeape-a1a,7,5,2,14,54.8
arcanine-ex-moltres-ex-a1,arcanine-ex-moltres-ex-a1,30,30,1,61,49.7
arcanine-ex-moltres-ex-a1,arcanine-ex-moltres-ex-a1,30,30,1,61,49.7
arcanine-ex-moltres-ex-a1,celebi-ex-serperior-a1a,66,30,6,102,66.7
celebi-ex-serperior-a1a,arcanine-ex-moltres-ex-a1,30,66,6,102,31.4
arcanine-ex-moltres-ex-a1,charizard-ex-arcanine-ex-a1,31,40,4,75,43.1
charizard-ex-arcanine-ex-a1,arcanine-ex-moltres-ex-a1,40,31,4,75,55.1
arcanine-ex-moltres-ex-a1,charizard-ex-moltres-ex-a1,38,56,6,100,40.0
charizard-ex-moltres-ex-a1,arcanine-ex-moltres-ex-a1,56,38,6,100,58.0
arcanine-ex-moltres-ex-a1,exeggutor-ex-a1-celebi-ex-a1a,118,53,6,177,67.8
exeggutor-ex-a1-celebi-ex-a1a,arcanine-ex-moltres-ex-a1,53,118,6,177,31.1
arcanine-ex-moltres-ex-a1,golem-druddigon-a1a,20,15,4,39,54.7
golem-druddigon-a1a,arcanine-ex-moltres-ex-a1,15,20,4,39,41.9
arcanine-ex-moltres-ex-a1,greninja-a1-mew-ex-a1a,18,16,1,35,52.4
greninja-a1-mew-ex-a1a,arcanine-ex-moltres-ex-a1,16,18,1,35,46.7
arcanine-ex-moltres-ex-a1,gyarados-ex-a1a-greninja-a1,82,239,19,340,26.0
gyarados-ex-a1a-greninja-a1,arcanine-ex-moltres-ex-a1,239,82,19,340,72.2
arcanine-ex-moltres-ex-a1,mewtwo-ex-gardevoir-a1,217,211,26,454,49.7
mewtwo-ex-gardevoir-a1,arcanine-ex-moltres-ex-a1,211,217,26,454,48.4
arcanine-ex-moltres-ex-a1,pikachu-ex-raichu-a1,27,16,2,45,61.5
pikachu-ex-raichu-a1,arcanine-ex-moltres-ex-a1,16,27,2,45,37.0
arcanine-ex-moltres-ex-a1,pikachu-ex-zebstrika-a1,160,93,9,262,62.2
pikachu-ex-zebstrika-a1,arcanine-ex-moltres-ex-a1,93,160,9,262,36.6
arcanine-ex-moltres-ex-a1,scolipede-a1a-weezing-a1,18,16,2,36,51.9
scolipede-a1a-weezing-a1,arcanine-ex-moltres-ex-a1,16,18,2,36,46.3
arcanine-ex-moltres-ex-a1,serperior-exeggutor-a1a,2,1,1,4,
serperior-exeggutor-a1a,arcanine-ex-moltres-ex-a1,1,2,1,4,
celebi-ex-serperior-a1a,celebi-ex-serperior-a1a,147,147,10,304,49.5
celebi-ex-serperior-a1a,celebi-ex-serperior-a1a,147,147,10,304,49.5
celebi-ex-serperior-a1a,charizard-ex-arcanine-ex-a1,30,115,10,155,21.5
charizard-ex-arcanine-ex-a1,celebi-ex-serperior-a1a,115,30,10,155,76.3
celebi-ex-serperior-a1a,charizard-ex-moltres-ex-a1,98,128,14,240,42.8
charizard-ex-moltres-ex-a1,celebi-ex-serperior-a1a,128,98,14,240,55.3
celebi-ex-serperior-a1a,exeggutor-ex-a1-celebi-ex-a1a,147,199,14,360,42.1
exeggutor-ex-a1-celebi-ex-a1a,celebi-ex-serperior-a1a,199,147,14,360,56.6
celebi-ex-serperior-a1a,golem-druddigon-a1a,50,24,17,91,61.2
golem-druddigon-a1a,celebi-ex-serperior-a1a,24,50,17,91,32.6
celebi-ex-serperior-a1a,greninja-a1-mew-ex-a1a,52,42,4,98,54.4
greninja-a1-mew-ex-a1a,celebi-ex-serperior-a1a,42,52,4,98,44.2
celebi-ex-serperior-a1a,gyarados-ex-a1a-greninja-a1,287,453,51,791,38.4
gyarados-ex-a1a-greninja-a1,celebi-ex-serperior-a1a,453,287,51,791,59.4
celebi-ex-serperior-a1a,mewtwo-ex-gardevoir-a1,377,579,76,1032,39.0
mewtwo-ex-gardevoir-a1,celebi-ex-serperior-a1a,579,377,76,1032,58.6
celebi-ex-serperior-a1a,pikachu-ex-raichu-a1,47,42,10,99,50.8
pikachu-ex-raichu-a1,celebi-ex-serperior-a1a,42,47,10,99,45.8
celebi-ex-serperior-a1a,pikachu-ex-zebstrika-a1,334,204,29,567,60.6
pikachu-ex-zebstrika-a1,celebi-ex-serperior-a1a,204,334,29,567,37.7
celebi-ex-serperior-a1a,scolipede-a1a-weezing-a1,33,23,6,62,56.5
scolipede-a1a-weezing-a1,celebi-ex-serperior-a1a,23,33,6,62,40.3
celebi-ex-serperior-a1a,serperior-exeggutor-a1a,4,5,0,9,44.4
serperior-exeggutor-a1a,celebi-ex-serperior-a1a,5,4,0,9,55.6
charizard-ex-arcanine-ex-a1,charizard-ex-arcanine-ex-a1,57,57,7,121,49.0
charizard-ex-arcanine-ex-a1,charizard-ex-arcanine-ex-a1,57,57,7,121,49.0
charizard-ex-arcanine-ex-a1,charizard-ex-moltres-ex-a1,75,62,9,146,53.4
charizard-ex-moltres-ex-a1,charizard-ex-arcanine-ex-a1,62,75,9,146,44.5
charizard-ex-arcanine-ex-a1,exeggutor-ex-a1-celebi-ex-a1a,185,72,6,263,71.1
exeggutor-ex-a1-celebi-ex-a1a,charizard-ex-arcanine-ex-a1,72,185,6,263,28.1
charizard-ex-arcanine-ex-a1,golem-druddigon-a1a,43,18,5,66,67.7
golem-druddigon-a1a,charizard-ex-arcanine-ex-a1,18,43,5,66,29.8
charizard-ex-arcanine-ex-a1,greninja-a1-mew-ex-a1a,27,31,2,60,46.1
greninja-a1-mew-ex-a1a,charizard-ex-arcanine-ex-a1,31,27,2,60,52.8
charizard-ex-arcanine-ex-a1,gyarados-ex-a1a-greninja-a1,254,260,21,535,48.8
gyarados-ex-a1a-greninja-a1,charizard-ex-arcanine-ex-a1,260,254,21,535,49.9
charizard-ex-arcanine-ex-a1,mewtwo-ex-gardevoir-a1,262,405,52,719,38.9
mewtwo-ex-gardevoir-a1,charizard-ex-arcanine-ex-a1,405,262,52,719,58.7
charizard-ex-arcanine-ex-a1,pikachu-ex-raichu-a1,42,29,3,74,58.1
pikachu-ex-raichu-a1,charizard-ex-arcanine-ex-a1,29,42,3,74,40.5
charizard-ex-arcanine-ex-a1,pikachu-ex-zebstrika-a1,222,200,17,439,51.9
pikachu-ex-zebstrika-a1,charizard-ex-arcanine-ex-a1,200,222,17,439,46.8
charizard-ex-arcanine-ex-a1,scolipede-a1a-weezing-a1,22,16,0,38,57.9
scolipede-a1a-weezing-a1,charizard-ex-arcanine-ex-a1,16,22,0,38,42.1
charizard-ex-arcanine-ex-a1,serperior-exeggutor-a1a,4,1,0,5,80.0
serperior-exeggutor-a1a,charizard-ex-arcanine-ex-a1,1,4,0,5,20.0
charizard-ex-moltres-ex-a1,charizard-ex-moltres-ex-a1,59,59,9,127,48.8
charizard-ex-moltres-ex-a1,charizard-ex-moltres-ex-a1,59,59,9,127,48.8
charizard-ex-moltres-ex-a1,exeggutor-ex-a1-celebi-ex-a1a,174,104,17,295,60.9
exeggutor-ex-a1-celebi-ex-a1a,charizard-ex-moltres-ex-a1,104,174,17,295,37.2
charizard-ex-moltres-ex-a1,golem-druddigon-a1a,45,17,8,70,68.1
golem-druddigon-a1a,charizard-ex-moltres-ex-a1,17,45,8,70,28.1
charizard-ex-moltres-ex-a1,greninja-a1-mew-ex-a1a,32,44,5,81,41.6
greninja-a1-mew-ex-a1a,charizard-ex-moltres-ex-a1,44,32,5,81,56.4
charizard-ex-moltres-ex-a1,gyarados-ex-a1a-greninja-a1,266,336,42,644,43.5
gyarados-ex-a1a-greninja-a1,charizard-ex-moltres-ex-a1,336,266,42,644,54.3
charizard-ex-moltres-ex-a1,mewtwo-ex-gardevoir-a1,319,390,65,774,44.0
mewtwo-ex-gardevoir-a1,charizard-ex-moltres-ex-a1,390,319,65,774,53.2
charizard-ex-moltres-ex-a1,pikachu-ex-raichu-a1,35,39,2,76,46.9
pikachu-ex-raichu-a1,charizard-ex-moltres-ex-a1,39,35,2,76,52.2
charizard-ex-moltres-ex-a1,pikachu-ex-zebstrika-a1,209,254,19,482,44.7
pikachu-ex-zebstrika-a1,charizard-ex-moltres-ex-a1,254,209,19,482,54.0
charizard-ex-moltres-ex-a1,scolipede-a1a-weezing-a1,27,14,4,45,63.0
scolipede-a1a-weezing-a1,charizard-ex-moltres-ex-a1,14,27,4,45,34.1
charizard-ex-moltres-ex-a1,serperior-exeggutor-a1a,0,4,0,4,
serperior-exeggutor-a1a,charizard-ex-moltres-ex-a1,4,0,0,4,
exeggutor-ex-a1-celebi-ex-a1a,exeggutor-ex-a1-celebi-ex-a1a,258,258,10,526,49.7
exeggutor-ex-a1-celebi-ex-a1a,exeggutor-ex-a1-celebi-ex-a1a,258,258,10,526,49.7
exeggutor-ex-a1-celebi-ex-a1a,golem-druddigon-a1a,68,28,13,109,66.4
golem-druddigon-a1a,exeggutor-ex-a1-celebi-ex-a1a,28,68,13,109,29.7
exeggutor-ex-a1-celebi-ex-a1a,greninja-a1-mew-ex-a1a,83,42,4,129,65.4
greninja-a1-mew-ex-a1a,exeggutor-ex-a1-celebi-ex-a1a,42,83,4,129,33.6
exeggutor-ex-a1-celebi-ex-a1a,gyarados-ex-a1a-greninja-a1,463,622,53,1138,42.2
gyarados-ex-a1a-greninja-a1,exeggutor-ex-a1-celebi-ex-a1a,622,463,53,1138,56.2
exeggutor-ex-a1-celebi-ex-a1a,mewtwo-ex-gardevoir-a1,698,735,62,1495,48.1
mewtwo-ex-gardevoir-a1,exeggutor-ex-a1-celebi-ex-a1a,735,698,62,1495,50.5
exeggutor-ex-a1-celebi-ex-a1a,pikachu-ex-raichu-a1,87,50,6,143,62.2
pikachu-ex-raichu-a1,exeggutor-ex-a1-celebi-ex-a1a,50,87,6,143,36.4
exeggutor-ex-a1-celebi-ex-a1a,pikachu-ex-zebstrika-a1,526,277,34,837,64.2
pikachu-ex-zebstrika-a1,exeggutor-ex-a1-celebi-ex-a1a,277,526,34,837,34.4
exeggutor-ex-a1-celebi-ex-a1a,scolipede-a1a-weezing-a1,49,29,6,84,60.7
scolipede-a1a-weezing-a1,exeggutor-ex-a1-celebi-ex-a1a,29,49,6,84,36.9
exeggutor-ex-a1-celebi-ex-a1a,serperior-exeggutor-a1a,6,4,3,13,53.8
serperior-exeggutor-a1a,exeggutor-ex-a1-celebi-ex-a1a,4,6,3,13,38.5
golem-druddigon-a1a,golem-druddigon-a1a,125,125,18,268,48.9
golem-druddigon-a1a,golem-druddigon-a1a,125,125,18,268,48.9
golem-druddigon-a1a,greninja-a1-mew-ex-a1a,10,18,4,32,35.4
greninja-a1-mew-ex-a1a,golem-druddigon-a1a,18,10,4,32,60.4
golem-druddigon-a1a,gyarados-ex-a1a-greninja-a1,110,118,20,248,47.0
gyarados-ex-a1a-greninja-a1,golem-druddigon-a1a,118,110,20,248,50.3
golem-druddigon-a1a,mewtwo-ex-gardevoir-a1,114,185,37,336,37.6
mewtwo-ex-gardevoir-a1,golem-druddigon-a1a,185,114,37,336,58.7
golem-druddigon-a1a,pikachu-ex-raichu-a1,15,17,1,33,46.5
pikachu-ex-raichu-a1,golem-druddigon-a1a,17,15,1,33,52.5
golem-druddigon-a1a,pikachu-ex-zebstrika-a1,83,84,19,186,48.0
pikachu-ex-zebstrika-a1,golem-druddigon-a1a,84,83,19,186,48.6
golem-druddigon-a1a,scolipede-a1a-weezing-a1,64,7,10,81,83.1
scolipede-a1a-weezing-a1,golem-druddigon-a1a,7,64,10,81,12.8
golem-druddigon-a1a,serperior-exeggutor-a1a,53,102,9,164,34.1
serperior-exeggutor-a1a,golem-druddigon-a1a,102,53,9,164,64.0
greninja-a1-mew-ex-a1a,greninja-a1-mew-ex-a1a,20,20,3,43,48.8
greninja-a1-mew-ex-a1a,greninja-a1-mew-ex-a1a,20,20,3,43,48.8
greninja-a1-mew-ex-a1a,gyarados-ex-a1a-greninja-a1,133,119,22,274,51.2
gyarados-ex-a1a-greninja-a1,greninja-a1-mew-ex-a1a,119,133,22,274,46.1
greninja-a1-mew-ex-a1a,mewtwo-ex-gardevoir-a1,195,153,28,376,54.3
mewtwo-ex-gardevoir-a1,greninja-a1-mew-ex-a1a,153,195,28,376,43.2
greninja-a1-mew-ex-a1a,pikachu-ex-raichu-a1,18,18,2,38,49.1
pikachu-ex-raichu-a1,greninja-a1-mew-ex-a1a,18,18,2,38,49.1
greninja-a1-mew-ex-a1a,pikachu-ex-zebstrika-a1,89,112,13,214,43.6
pikachu-ex-zebstrika-a1,greninja-a1-mew-ex-a1a,112,89,13,214,54.4
greninja-a1-mew-ex-a1a,scolipede-a1a-weezing-a1,9,10,1,20,46.7
scolipede-a1a-weezing-a1,greninja-a1-mew-ex-a1a,10,9,1,20,51.7
greninja-a1-mew-ex-a1a,serperior-exeggutor-a1a,5,3,0,8,62.5
serperior-exeggutor-a1a,greninja-a1-mew-ex-a1a,3,5,0,8,37.5
gyarados-ex-a1a-greninja-a1,gyarados-ex-a1a-greninja-a1,1099,1099,81,2279,49.4
gyarados-ex-a1a-greninja-a1,gyarados-ex-a1a-greninja-a1,1099,1099,81,2279,49.4
gyarados-ex-a1a-greninja-a1,mewtwo-ex-gardevoir-a1,1883,1018,191,3092,63.0
mewtwo-ex-gardevoir-a1,gyarados-ex-a1a-greninja-a1,1018,1883,191,3092,35.0
gyarados-ex-a1a-greninja-a1,pikachu-ex-raichu-a1,101,209,17,327,32.6
pikachu-ex-raichu-a1,gyarados-ex-a1a-greninja-a1,209,101,17,327,65.6
gyarados-ex-a1a-greninja-a1,pikachu-ex-zebstrika-a1,421,1215,89,1725,26.1
pikachu-ex-zebstrika-a1,gyarados-ex-a1a-greninja-a1,1215,421,89,1725,72.2
gyarados-ex-a1a-greninja-a1,scolipede-a1a-weezing-a1,107,50,19,176,64.4
scolipede-a1a-weezing-a1,gyarados-ex-a1a-greninja-a1,50,107,19,176,32.0
gyarados-ex-a1a-greninja-a1,serperior-exeggutor-a1a,17,10,5,32,58.3
serperior-exeggutor-a1a,gyarados-ex-a1a-greninja-a1,10,17,5,32,36.5
mewtwo-ex-gardevoir-a1,mewtwo-ex-gardevoir-a1,1936,1936,130,4002,49.5
mewtwo-ex-gardevoir-a1,mewtwo-ex-gardevoir-a1,1936,1936,130,4002,49.5
mewtwo-ex-gardevoir-a1,pikachu-ex-raichu-a1,199,183,31,413,50.7
pikachu-ex-raichu-a1,mewtwo-ex-gardevoir-a1,183,199,31,413,46.8
mewtwo-ex-gardevoir-a1,pikachu-ex-zebstrika-a1,1210,941,135,2286,54.9
pikachu-ex-zebstrika-a1,mewtwo-ex-gardevoir-a1,941,1210,135,2286,43.1
mewtwo-ex-gardevoir-a1,scolipede-a1a-weezing-a1,70,159,20,249,30.8
scolipede-a1a-weezing-a1,mewtwo-ex-gardevoir-a1,159,70,20,249,66.5
mewtwo-ex-gardevoir-a1,serperior-exeggutor-a1a,27,13,2,42,65.9
serperior-exeggutor-a1a,mewtwo-ex-gardevoir-a1,13,27,2,42,32.5
pikachu-ex-raichu-a1,pikachu-ex-raichu-a1,24,24,1,49,49.7
pikachu-ex-raichu-a1,pikachu-ex-raichu-a1,24,24,1,49,49.7
pikachu-ex-raichu-a1,pikachu-ex-zebstrika-a1,111,110,11,232,49.4
pikachu-ex-zebstrika-a1,pikachu-ex-raichu-a1,110,111,11,232,49.0
pikachu-ex-raichu-a1,scolipede-a1a-weezing-a1,18,12,3,33,57.6
scolipede-a1a-weezing-a1,pikachu-ex-raichu-a1,12,18,3,33,39.4
pikachu-ex-raichu-a1,serperior-exeggutor-a1a,1,1,1,3,
serperior-exeggutor-a1a,pikachu-ex-raichu-a1,1,1,1,3,
pikachu-ex-zebstrika-a1,pikachu-ex-zebstrika-a1,626,626,22,1274,49.7
pikachu-ex-zebstrika-a1,pikachu-ex-zebstrika-a1,626,626,22,1274,49.7
pikachu-ex-zebstrika-a1,scolipede-a1a-weezing-a1,76,46,8,130,60.5
scolipede-a1a-weezing-a1,pikachu-ex-zebstrika-a1,46,76,8,130,37.4
pikachu-ex-zebstrika-a1,serperior-exeggutor-a1a,13,6,2,21,65.1
serperior-exeggutor-a1a,pikachu-ex-zebstrika-a1,6,13,2,21,31.7
scolipede-a1a-weezing-a1,scolipede-a1a-weezing-a1,70,70,6,146,49.3
scolipede-a1a-weezing-a1,scolipede-a1a-weezing-a1,70,70,6,146,49.3
scolipede-a1a-weezing-a1,serperior-exeggutor-a1a,43,39,3,85,51.8
serperior-exeggutor-a1a,scolipede-a1a-weezing-a1,39,43,3,85,47.1
serperior-exeggutor-a1a,serperior-exeggutor-a1a,177,177,2,356,49.9
serperior-exeggutor-a1a,serperior-exeggutor-a1a,177,177,2,356,49.9
